id;concept_id;concept_confidence
c122bd21-7ea4-4356-adc7-f924386af8c9;A2.general;0.45
5f8ac003-87be-4c4c-8aaf-30dc9d41e36d;A2.general;0.45
542ee964-b273-4543-a67b-f87362ec71df;B3.agency_types_special_general;0.98
b9cf7b67-a77c-4a7a-93f2-010d528558a3;B3.escrow_trust_account;0.97
ae6b2d13-b2ae-4077-838f-aec3c7bd56b4;B3.agent_duties_loyalty_confidentiality;0.99
cdbe32da-3f3b-4415-82e9-cf1278d2854f;B6.agency_breach_penalties;0.94
89043f32-723d-4e14-9e62-c582bd4f8a7d;A2.general;0.45
25ae1898-5c05-436b-bdce-0b46602953b1;B3.general;0.45
bb4e135f-5893-4097-acc1-0ad91e80a217;B3.agent_duties_loyalty_confidentiality;0.99
44c59f58-b554-4ad0-93ad-f5828c6c78cf;B3.listing_termination_breach;0.96
0d3a6298-1086-44d5-8340-d756eb164a6f;B3.dual_agency_designated;0.97
dcc8c5f7-2444-443b-80d8-2bdbf7c9ada0;B3.agent_duties_loyalty_confidentiality;0.99
5ec2b80f-673c-4cf5-9b99-b9d455b64a04;B3.agent_duties_loyalty_confidentiality;0.99
e7c60f7a-0dbf-4468-986d-02392c127307;A2.general;0.45
d28510f8-29b2-48f1-9274-188de73ce5c6;B3.agent_duties_loyalty_confidentiality;0.97
ef28878e-e6f1-4e40-a336-f409e29f5f56;A2.zoning_and_variances;0.97
6eccfc5b-3899-4906-b254-526e82d249b5;A2.deed_types;0.97
8a7dff31-44d0-402b-8124-8a8be26df8c0;A2.general;0.45
843beb00-fb19-41e9-a9ec-a572631afb19;A2.deed_types;0.97
01e594c8-0907-4e2a-a10c-c0ed7be07fb2;A2.general;0.45
f5d1a668-16d6-46b6-88ca-42ff3acb3914;A2.general;0.45
de097e4e-2b91-4579-9f4b-38258cd29263;A2.general;0.45
d0486159-e4b3-4c61-b9f0-b9b058a8a3d7;B3.dual_agency_designated;0.98
2691a1d0-8de2-4ec7-a9c6-6b3e35d8486b;B3.dual_agency_designated;0.99
3a744798-e5a5-4610-8db0-284aefe06c8f;B3.agent_duties_loyalty_confidentiality;0.97
5b512839-3f33-4a70-b60a-e480916cd478;A2.general;0.45
82d36ff1-ec97-48cf-ae37-4277a820b64f;B3.agent_duties_loyalty_confidentiality;0.99
a0101cf2-7e65-42e0-a719-d89200b3ed91;B3.agent_duties_loyalty_confidentiality;0.99
5a108c53-a49e-4d07-a4ea-b132685d5c06;B3.agent_duties_loyalty_confidentiality;0.97
ed0aa87d-217a-4c0a-b5d9-6460fba27ba8;B3.dual_agency_designated;0.98
ebce234b-460a-4812-8ae3-9ceee2f451ed;B3.dual_agency_designated;0.97
d6e78382-43dc-4832-9762-fa8188a0604e;B3.dual_agency_designated;0.97
4e181305-3871-402f-8ee3-7c7a29781f4d;B3.agency_types_special_general;0.97
5cae8799-5b21-4e0b-8f56-6ad09da8647a;B3.agent_duties_loyalty_confidentiality;0.99
a4bc1f16-edd4-4b26-9823-ea648eb71c80;B3.agent_duties_loyalty_confidentiality;0.99
c222e3b3-20f1-4396-9f79-07f83ae152f0;B3.dual_agency_designated;0.97
c8cc8951-b3c9-46fa-9560-905fbc58b5af;B3.dual_agency_designated;0.97
32de107d-9c12-42bf-91f0-094d3eaa9a3a;B3.agency_types_special_general;0.98
1550e16b-fba9-496f-8fcd-a58ac1bea99e;B3.general;0.45
b57ade8e-39f5-4d8e-8bfa-e72c09faa73f;B3.agent_duties_loyalty_confidentiality;0.99
e8646699-def3-4733-932a-d8ca98a3956c;B3.agent_duties_loyalty_confidentiality;0.99
7d350f1d-0410-4d67-85f4-39a9c53b4ce4;B3.agent_duties_loyalty_confidentiality;0.99
e4c20740-5c53-4d7b-844a-4138cfc05936;B3.agent_duties_loyalty_confidentiality;0.97
587aa2dd-d0d2-4292-9868-961f8e1d1ed5;B3.agent_duties_loyalty_confidentiality;0.99
e61a1dc6-2d34-4547-a720-2d28572bd2ab;B3.dual_agency_designated;0.98
c0b54b7b-ff4e-44ed-bd9e-14b4add8a178;B3.dual_agency_designated;0.97
24426951-704c-4444-b4b4-cc8aece6c95c;B3.agent_duties_loyalty_confidentiality;0.99
8297f3e4-c335-422b-a0a9-f498c8d74c67;B3.dual_agency_designated;0.97
098f4877-2f82-47fb-8ec0-ead80cf74e74;B3.agent_duties_loyalty_confidentiality;0.99
92bd4eca-a2e3-4fe4-a7c7-930a25642e55;B3.agent_duties_loyalty_confidentiality;0.99
2385f93e-7d62-491d-ae9f-3381b635a399;B3.agency_types_special_general;0.97
a48c1911-5bea-452b-8dfa-83d27dffb8f7;B3.listing_termination_breach;0.97
a6cabaa1-67bc-4b65-b6ae-3b516193a93f;A2.zoning_and_variances;0.97
aaa2e1b6-c253-4688-96bb-ceec2c1554ce;A2.general;0.45
2d39ab88-8d55-47c0-ab8c-938092075cbd;A2.deed_types;0.98
d54d785a-8f03-4bc4-9b61-0486edceaadf;A2.general;0.45
b7b667cb-c5a4-4354-bc9d-605f070186ec;A2.zoning_and_variances;0.99
68f334a9-d957-4714-9b42-870bd02f52a3;B3.agent_duties_loyalty_confidentiality;0.99
f1de669a-f19a-40f2-85af-861d20860f46;B3.general;0.45
7ffac86d-ae24-418c-b8a7-399e44d41c28;B3.agency_types_special_general;0.98
71b017e6-5b6f-4083-833e-ceab86083f66;B3.agent_duties_loyalty_confidentiality;0.88
4d03ec5b-efe6-40f2-b361-3f668b21abf0;B3.agent_duties_loyalty_confidentiality;0.99
4371178f-b6f5-4eb9-8b9b-2045ab2ed611;A2.general;0.45
4c7eab34-5224-45fe-bfe3-6aa916fa8649;B3.dual_agency_designated;0.97
bc411aef-e0d9-4a29-ad0f-e747890d63e5;A2.zoning_and_variances;0.97
5d4d7637-2b3c-4629-bce4-36556a6029a1;A2.general;0.45
a57f2bd2-8fac-409d-8c2a-f895849cee84;A2.eminent_domain_police_power;0.97
b9f38050-7377-4e10-8643-2459dfd78f16;B3.agent_duties_loyalty_confidentiality;0.98
7b7996aa-abde-45f0-8c78-3d70131d87b1;B3.agent_duties_loyalty_confidentiality;0.99
2058e103-4540-4087-b902-93a76e1f54ae;B5.sc_license_categories_ce;0.97
06e0442b-37e2-4419-9c08-856241537ce4;B5.sc_license_categories_ce;0.99
8dc12104-aaba-4f3c-ae02-edf6e7d11737;B5.sc_license_categories_ce;0.99
620cbf5c-fadc-4471-9506-909f40a8e7a2;B5.broker_in_charge;0.97
e65cfba1-6744-4b73-a423-759fa351491c;B5.sc_license_categories_ce;0.97
0231a4da-8c46-4deb-bf37-41fbfcb4aa35;B5.broker_in_charge;0.99
bafc724b-fc24-4085-b00e-267c305fc25a;B5.sc_license_categories_ce;0.99
ffcb6380-820d-49df-aa88-58941391756b;B5.sc_license_categories_ce;0.99
50fcbfda-b82f-40f3-be6c-68479f09f5d5;B5.sc_license_categories_ce;0.99
a9a1ae4b-3af4-4b32-982e-1022303c6491;B5.sc_license_categories_ce;0.99
6843427b-fd0b-4c55-80f7-0ed11e69cc4a;B5.sc_license_categories_ce;0.99
ff35c8c6-938e-405d-97b4-63a7a73e73dc;B5.sc_license_categories_ce;0.98
7cc42de3-31d5-4118-861c-2cc514cdc1eb;B5.sc_license_categories_ce;0.98
0862717e-2248-4844-86ea-3c58a522e686;B5.general;0.45
66dc0ca3-3a80-4aa9-ba6e-a5626ea0a9d8;B5.sc_license_categories_ce;0.97
0c83e24c-9cbf-4496-b028-cdf19144102f;B5.sc_license_categories_ce;0.97
1d53c706-7975-4bab-aa57-f618bfe8768b;B5.general;0.45
0ec1e914-e9af-425b-b18e-5c56ed0ae5a3;B5.sc_license_categories_ce;0.97
13215d6f-a239-4a4e-8b44-39419b91999c;A2.deed_types;0.99
f7822fe4-c0e1-4f0e-91aa-e6acf3c06b36;B5.sc_license_categories_ce;0.99
895b02bd-a4c8-4fa4-927b-1086ae9fed15;A2.eminent_domain_police_power;0.98
110024e9-681d-41e7-855d-52c3860082e2;B5.sc_license_categories_ce;0.99
56509fa4-2604-4fd0-bfec-cebad04386a0;B5.sc_license_categories_ce;0.99
500256d1-fc0d-4ea0-8c7a-ea4d1892be96;B5.broker_in_charge;0.97
b9820e64-8560-4612-af7c-338675dc8d4d;A2.title_insurance;0.97
b058fa33-d699-4a2b-b78a-5e634f7e8e54;B5.sc_license_categories_ce;0.99
4833ef2a-2c39-4fca-b7be-4b2b62fb181b;B5.broker_in_charge;0.98
76f2e6b9-70b0-4d96-9014-b47eb3dd820d;B5.sc_license_categories_ce;0.99
4f78d624-7aa8-4c02-92e9-d7c827445726;B5.sc_license_categories_ce;0.98
32cc8e0b-843a-4db7-90ad-a70c3c8e6b35;B5.sc_license_categories_ce;0.99
d5f9bd57-6710-44ef-a0ef-842c4b5a50c9;B5.sc_license_categories_ce;0.97
84a4ebdd-d847-4860-a001-b8ab98585c44;B5.sc_license_categories_ce;0.97
8a81f8aa-fd69-4ba9-b060-84d4d741cb71;A2.title_insurance;0.97
cbef98f8-b3bf-4fbc-90dd-e8b251ed979d;B5.broker_in_charge;0.97
efd15529-76d5-4780-a722-47ce2491fa9a;B5.sc_license_categories_ce;0.98
976ca6c6-673e-4652-b921-fdc10c34df96;B5.general;0.45
cefb7515-1dc1-48ff-bf4b-9ac906314b1a;B5.sc_license_categories_ce;0.98
dc4c64c8-facd-4112-970a-69eff331a436;B5.sc_license_categories_ce;0.97
0e411656-bb49-453d-b9c6-b188e3a79343;B5.general;0.45
130cedba-ef40-4314-9347-f2c960ce5eb8;A2.deed_restrictions_ccrs;0.95
6180e250-b18a-473c-bcc4-7557040ac733;B5.broker_in_charge;0.98
b4de5194-cab1-4770-9a22-8e50044f4608;B5.sc_license_categories_ce;0.97
d480eec0-1793-47e7-9712-e8302f0a31ef;B5.broker_in_charge;0.99
f318c7f1-aa58-4239-b27c-c02f60a5786b;B5.sc_license_categories_ce;0.97
19fe2bf6-37d1-4ce3-b803-83728803682f;B5.sc_license_categories_ce;0.97
9df0d98f-462b-43d8-965b-829a1a0ded1a;B5.broker_in_charge;0.97
08970e91-a96b-42a8-bd56-731b88107a00;B5.sc_license_categories_ce;0.97
3c2b989d-f87c-474f-83be-92951094daad;B5.sc_license_categories_ce;0.97
1ddef460-d083-4f43-9993-2e435cc69cc7;B5.sc_property_disclosure;0.97
9f7409e9-dc95-447c-beda-0d5b6c1b4892;B5.sc_license_categories_ce;0.97
53497e71-5c5e-46ee-8c76-6a4f3e5419fd;B5.broker_in_charge;0.97
9dcd4c14-ad02-4dd7-bc36-25772f27c878;B5.commingling_trust_accounts;0.97
2288a530-80d9-4592-972a-9c14fd8d9193;B5.sc_license_categories_ce;0.97
9a884af2-d5ea-497d-a76f-9a90128d3e82;B5.sc_license_categories_ce;0.97
e80e9cfe-2537-41f4-8031-f81b720698c1;B5.general;0.45
da440bcd-26b8-4b90-82a5-fabfbbb76239;B5.broker_in_charge;0.99
1328c553-85fb-4d6e-a144-d2802fcd09ad;B5.general;0.45
ae39a97b-5b12-4792-9c18-33cec2a79d5e;B5.sc_license_categories_ce;0.97
0fe6b657-4a37-4ed4-86da-8d87633761bd;B5.commingling_trust_accounts;0.98
05684083-b43e-40ef-9ae9-712d7c7cbaef;B5.broker_in_charge;0.97
c41b4362-0bb4-4d34-af2b-667c6317b239;B5.broker_in_charge;0.98
df721bc1-55a0-45e9-977c-d72448c1ff00;B5.general;0.45
0aa2a28e-95f9-407b-a8df-b6a6db527531;B5.general;0.45
80c06d6d-4c46-483e-b253-b70fb3462a46;B5.sc_license_categories_ce;0.98
9f3dffe2-1224-4a71-bd22-c1e1034b3962;B5.sc_license_categories_ce;0.97
65086b6e-6229-41e4-8ace-5be3e90a0d7b;B5.sc_license_categories_ce;0.97
008f221a-5c3a-4173-bb6c-8097084bd294;B5.broker_in_charge;0.98
e7ca45d1-5abf-4669-a9b7-6f2ed6273771;B5.broker_in_charge;0.97
eacae3a6-fcec-4739-aab1-674385b1f0ac;B5.sc_license_categories_ce;0.97
3266016a-b92c-432b-bbbc-09b781df6284;B5.broker_in_charge;0.99
65eec4de-1b10-43d2-aaf6-e0e3aa699c73;B5.sc_license_categories_ce;0.97
d0fe88f9-2901-4199-bfad-4f41b128019e;B5.sc_license_categories_ce;0.97
97e15268-c66b-4bcf-8d34-4fa4fd9f3b0b;B5.sc_license_categories_ce;0.97
90137277-2ef7-467d-9ca1-1c2c70e28542;A2.hoa_rules;0.94
a9fad8d1-1088-417c-8e05-ce6b272d6837;B5.sc_license_categories_ce;0.97
fe0aa382-a434-432d-be4f-71bb4c59aed3;B5.commingling_trust_accounts;0.99
48ca68c4-15c1-4730-91da-f445f6ecea75;B5.sc_license_categories_ce;0.97
e266d491-7e9b-46c0-a75a-bb34fe298361;A2.environmental_regulations;0.97
e37d9b9f-94fb-4f2c-8c94-4d32ba67e01e;A2.eminent_domain_police_power;0.97
6b438b09-dc0e-4be7-b0fb-342e44d01d8d;A2.eminent_domain_police_power;0.97
afd93232-8d1c-413a-82eb-8d7a66e4d1f4;A2.eminent_domain_police_power;0.97
2e8c99c8-1a0b-45d7-8b6c-54ea7a11ae2d;B5.commingling_trust_accounts;0.97
42f10037-fd45-4ac6-98b7-962e293f8578;B5.sc_license_categories_ce;0.97
f96870df-1ace-4edb-8ae5-335d4563523a;B5.general;0.45
5e44355a-3733-4676-8bd7-ed2be111a15e;B5.broker_in_charge;0.97
2751a103-1415-49be-af74-0998ee35252f;B5.general;0.45
ec49383d-4ae9-42d9-9918-736587f57adf;A2.eminent_domain_police_power;0.97
283cba51-81ad-4d9b-9188-fbf2d5c029c2;B5.sc_license_categories_ce;0.97
5900ea5e-80cf-4f15-820f-f446ff732c60;B5.commingling_trust_accounts;0.97
bb7838ae-4ac3-4c98-9d89-205c61c6ea05;B5.commingling_trust_accounts;0.97
1d2711c0-7865-48f3-be15-14f352234966;B5.broker_in_charge;0.97
f1bc9aa3-5dea-4831-9ae7-981780aae219;B5.broker_in_charge;0.98
abf82869-d79c-4600-b28c-b45c01a56de6;B5.broker_in_charge;0.99
0a9258fe-2622-49a9-ba62-42712d38c239;B5.sc_license_categories_ce;0.98
af147337-1a11-4df2-955a-0caf28194ae5;A2.environmental_regulations;0.98
15879877-e78b-419a-9f4c-6bf3789505a4;B5.sc_license_categories_ce;0.97
45c4dddb-dd6c-4e56-ac1b-e76786bf8e4e;B5.sc_license_categories_ce;0.97
87c8d7c7-f48a-4829-b23c-82ef363369bb;B5.sc_listing_contract;0.95
a0084ca4-43d2-4696-aa51-579903a2cef9;B5.general;0.45
292c5af5-4e7c-4034-bcdd-334a0242bd02;B5.general;0.45
955febc8-75a8-4c16-938e-8f9900d2c864;A2.environmental_regulations;0.99
df46d30c-c3b4-4447-bed0-b756d2e74e56;A2.environmental_regulations;0.97
7eed8914-10e8-4d9f-b0ab-e626f77d137d;A2.title_insurance;0.97
82fb7bba-fec5-4303-898f-41967ca90f30;A2.environmental_regulations;0.99
1e8363bc-0332-4bc7-a2e9-eae7404377c0;A2.environmental_regulations;0.98
e14d5243-7d90-4eee-a56d-24cbc04eb0ca;A2.eminent_domain_police_power;0.98
7beebd66-d061-4532-ad93-9542191c307e;B5.federal_fair_housing_protected_classes;0.97
ff18eca9-b603-4f1f-be07-85e79e1f7ef8;B5.sc_property_disclosure;0.97
0278c0e4-8f5c-43b5-b3fa-48ee6ab2af34;B5.general;0.45
af369deb-e894-41af-90f3-dabdd93bf0b0;B5.sc_property_disclosure;0.97
d90f6770-60cf-4f35-8e1a-f458e824a452;B5.sc_license_categories_ce;0.97
0d4955e5-0026-41df-8d6a-e4c3859760c6;B5.sc_license_categories_ce;0.97
e86d68f5-ed36-43cf-971b-bed567d90634;B5.general;0.45
123469f1-a5c5-48e9-b8a1-a035be9a0dbd;B5.general;0.45
85194a1c-7e80-4840-96d0-f067b3eaf47a;B5.sc_license_categories_ce;0.98
8eb9f289-f01c-4757-812c-a63721a1b19c;B5.sc_license_categories_ce;0.99
ab228839-cccb-44b6-8899-7592dd3f835b;B5.sc_listing_contract;0.95
f566355a-22e4-40f6-8004-538922310dc1;B5.sc_property_disclosure;0.97
87c2349f-f82d-4ad0-bf67-dc5f4ff29c2b;B5.general;0.45
aa7337e2-7e70-463f-a438-38f9f5dcee5f;B5.sc_property_disclosure;0.97
d074974e-342c-4b84-b128-d1eb276c5aed;B5.sc_license_categories_ce;0.97
77527e19-e4d1-496b-8a88-33390a9462e1;B5.sc_license_categories_ce;0.97
2fc72ec8-60fb-4d8c-b676-01cc47123a12;A2.eminent_domain_police_power;0.97
57fa03d8-d386-45c4-804b-49c2c875e4ed;A3.loan_types_fha_va;0.99
e6951398-5360-4bc7-aa20-cf4a693562ea;A3.loan_types_fha_va;0.98
23da1dab-d12d-4093-b465-dd07d2e130a3;B5.sc_license_categories_ce;0.97
29a746bc-cbaa-4606-8ce5-32ed4d93cd99;B5.sc_license_categories_ce;0.97
b5262af4-2812-42f9-a81c-8e4442b81565;B5.general;0.45
839a9ab1-ef1e-4ad0-a836-54a9b4278606;B5.first_substantive_contact;0.96
86bf2370-412c-4a6e-a2d9-b72c1e10f87a;B5.general;0.45
ef6f24c6-b107-454d-a586-b223f9c99cd6;B5.sc_license_categories_ce;0.98
1d95553f-d67f-49da-ba2b-26c3f25e6b99;B5.general;0.45
9922f3ca-f8bc-4e51-a019-ffae9db259bd;B5.sc_property_disclosure;0.97
8b29ebc1-1e7a-4ca2-996c-4f3d8d5617c9;B5.general;0.45
9cd63e3d-af6b-43e7-9236-579f828404e7;A3.general;0.45
93237578-4203-4cdf-8fee-a84cabf84644;A4.appraisal_methods;0.94
cc9186af-b91a-40e7-871a-0b938da1d368;A3.mortgage_basics;0.97
b9fed747-0a6e-4672-81b2-bf1499fad1ad;A3.general;0.45
3108f93a-07bc-4693-8303-30039bed43d6;A3.general;0.45
0d7c7555-a93d-4ceb-abfb-27c9884cf8b3;B5.general;0.45
21cb0b25-b310-47b1-b7c1-b92dab0c09cc;B5.general;0.45
1122bec8-8066-477b-bd44-fd261c63561a;A3.mortgage_basics;0.98
92bd7fb2-6068-4a90-a667-7f800dd8560d;B5.general;0.45
30466467-6379-4516-a717-83692aca9d6b;B5.general;0.45
c88b3fe7-d956-43d5-a474-e66168cc2a79;B5.sc_property_disclosure;0.97
3d0a76bb-1f92-4e28-93b8-d4f13aa7ff33;B5.general;0.45
96d3600a-3ef2-4f9a-ad11-e57eb4333e26;A3.general;0.45
f940c8da-0197-42ed-a55c-43e0bce2fb8d;B5.sc_property_disclosure;0.98
42598440-ad03-405e-91bc-6e64188e3743;A3.mortgage_basics;0.97
134f470e-5bdb-451b-bd93-867e6664b529;B5.federal_fair_housing_protected_classes;0.99
52f89b04-3bdc-46c7-a49c-312cd0411905;B5.federal_fair_housing_protected_classes;0.99
401b59b7-ca98-4ce1-87a2-e6a34860b1f7;B5.general;0.45
15e920f5-62f6-40d8-a009-69fbbbacb12d;B5.general;0.45
e5480227-495b-406d-b63f-fc87008ff334;B5.general;0.45
0913c8ac-1a57-4fe4-8f2f-0c28472ba5d1;B5.general;0.45
2e9234f9-d167-4f4a-8629-68bb4f0d6e2d;B5.exemptions_violations;0.96
599f4987-0d41-4db2-af57-b110ee1a93b6;B5.exemptions_violations;0.96
dc737e95-3ef5-49ba-b00d-c80e34e7af9a;B5.exemptions_violations;0.96
beef4547-6150-4a93-af23-ca3d8489eef9;B5.exemptions_violations;0.96
744b9f9e-1f8e-4a7b-9fb1-260a39067a39;B5.exemptions_violations;0.96
43edf2a1-e770-4294-8925-7a3df29663eb;B5.exemptions_violations;0.96
4e8e1534-2b57-42dd-a5ad-62d5aab51baa;B5.general;0.45
863ecbdd-fecb-46f6-a268-eef523fb61e2;B5.general;0.45
874654aa-5263-408f-80dd-c6ee1c5e2315;B5.general;0.45
5dcff1ce-c5c3-4625-b6dc-0cc605199987;A3.loan_types_fha_va;0.98
20f6834d-c936-4dd9-b44d-809bbdca8545;A3.general;0.45
64f1fcd9-11a0-440d-9527-4547b4523a10;A3.amortization_interest;0.97
0d7a3069-c54b-4b81-ab43-d156fad000ee;B5.agent_owner_disclosure;0.94
94853340-08ee-4734-8fc7-eb0e74ad623f;B5.agent_owner_disclosure;0.94
ce5c12c3-d721-47a4-b585-ae599fa3c59d;A3.escrow_taxes_insurance;0.99
308c75a1-d2e1-4775-804e-54aa96ccf93c;B5.sc_property_disclosure;0.97
9d40609f-f75b-4f62-b473-7b0bf0ebe1e8;B5.sc_property_disclosure;0.97
beeda8a6-0f74-467c-a340-c5db25025a3e;B5.general;0.45
a0a4850b-7cb0-4335-bd8d-71218d20dc8d;A3.mortgage_basics;0.97
dc23cf52-09f1-4cf5-a47c-4931bfd239e5;A3.mortgage_basics;0.97
cb863f07-4e1c-4801-8ed6-2504d2d3e05a;A3.general;0.45
0f3d681d-23fe-4e37-822c-5502cbab303c;A3.mortgage_basics;0.97
19aaf5fe-3674-44b9-bbd3-479be3616938;B5.general;0.45
25763c9b-f31d-4d00-b18b-151275cc83c1;B5.sc_license_categories_ce;0.97
23c3bd87-a375-41d0-ba5a-9f913529a8ee;B5.sc_license_categories_ce;0.97
b049a619-97da-4de7-879b-a75fa2e1c757;A3.amortization_interest;0.98
aff83e12-7f3c-4672-bab9-3bfa788e0929;A3.mortgage_basics;0.98
d8a70f22-d34e-4a8c-803e-baaafdb4fe1d;A3.loan_types_fha_va;0.99
cd960660-aad9-464d-9ab3-5e24c41f3fe0;B5.exemptions_violations;0.96
b8c68fc0-90a1-4230-8966-b515939a0c9b;B5.exemptions_violations;0.96
c2bf38fc-534d-4545-b28f-5410057fb919;B5.general;0.45
6dbb73a3-4f14-48d2-9a41-cc437483756c;B5.general;0.45
5a09717c-4e31-44bb-bf36-2e8d024eef01;B5.general;0.45
243a2085-c00b-4829-a828-81ec360d2949;B5.sc_property_disclosure;0.97
5b43595d-089e-40de-bd5d-fef665ad1908;A3.mortgage_basics;0.97
9f7c2fc3-eb0c-4f02-a6c4-b183fcd4f1ef;B5.sc_property_disclosure;0.97
965ae16d-64f5-43ff-9517-ce0cff2e952e;B5.exemptions_violations;0.96
a156e822-c892-4bc4-b86c-fb432f1659ff;B5.exemptions_violations;0.96
e793957f-3ca8-4e1b-bf0d-383ef261cd55;A3.loan_types_fha_va;0.97
f3010c72-e786-45a9-9abd-0497c616a254;B5.general;0.45
b63d389f-a694-4ed2-8dfe-2a476e5d4a82;B5.general;0.45
4441a21c-3df7-4ff1-b15c-26a25085003a;B5.general;0.45
a7ba228a-9b8a-4575-8e7f-9d77ab7b8af9;A3.appraisal_basics;0.95
4139014e-213b-4142-8793-b3b1dcacbfac;B5.general;0.45
fd0907fc-d3df-4e82-a118-335e68d6e1a8;B5.sc_license_categories_ce;0.97
682c3429-590a-4507-9911-4182ae755307;B5.general;0.45
1045af0a-0684-4ac4-bca8-abd9d8f8b3a2;B5.general;0.45
7497a042-64a5-4742-819b-77c7e1e20ce5;A3.investment_principles;0.97
fc6943ad-c179-4ab8-b667-1d5018e8e7c8;A3.investment_principles;0.95
f9a2693e-abd2-41a4-a56c-132fd4788385;B5.general;0.45
0594c61d-f42d-4025-af2d-b4998813e5d7;B5.general;0.45
7ca14ae1-0613-420a-90fb-0fd92126ce22;B5.sc_license_categories_ce;0.97
f45269ea-ba9d-463d-aaf4-c5bc428855e9;A3.amortization_interest;0.98
67711a58-ed02-4790-b96f-f123e2523ce4;B5.exemptions_violations;0.96
8803baa6-70f8-40b7-b423-83965d3b2169;B5.general;0.45
d61a3c40-3598-4e86-8c6d-f0c5f7987898;B5.exemptions_violations;0.96
7c623076-fafa-4349-923a-b954498bd0ed;A3.general;0.45
3d25ca13-3d0c-4f88-ad3d-2dbe520ba257;B5.general;0.45
5963b3b1-bf3b-4623-aa64-69052289c040;B5.exemptions_violations;0.96
e11a125c-aa6b-4753-9151-f30e3fd99489;B5.general;0.45
b63799a9-bcb4-4f91-9ffc-41ef7352973d;B5.exemptions_violations;0.96
86038e4a-93ad-45f7-a3de-9ca4a2228e2a;B5.general;0.45
96d22337-2d04-40b1-9b01-a377a08ef633;B5.general;0.45
d7eeb4d7-6c30-4703-b3af-d600f6523aef;B5.sc_license_categories_ce;0.97
e176852c-fb79-4806-b157-30bf7dc0736c;B5.federal_fair_housing_protected_classes;0.99
90d14cbf-40d6-4f6d-9789-b516d05ed2ea;B5.general;0.45
45b7a026-53a0-41e0-bf4d-53eb0b102fc7;B5.commingling_trust_accounts;0.97
873f3adc-1e80-4a20-b6f0-2dbb05b2a5ac;A4.depreciation_types;0.99
96932ce7-5ef9-4775-9639-13011648e236;A4.appraisal_methods;0.97
da6785d6-8eda-41e5-b209-b8b9beaed6c5;B5.exemptions_violations;0.96
8038ee87-e320-464a-96c5-714c70c3a5a2;B5.commingling_trust_accounts;0.97
aa55bc3b-3ca1-4dc1-9dae-c9522efcd5a7;B5.federal_fair_housing_protected_classes;0.99
edacd729-5c67-4e4e-bb33-f6e4c9e4c13e;B5.general;0.45
8550ad0d-20f9-4964-a84b-f9f80f5dbe6e;B5.sc_listing_contract;0.95
db0f8073-227b-40b5-9811-92853c891ac9;A4.cma_market_analysis;0.96
9bc498db-821b-4f5c-a25f-0a6571ce171f;B5.general;0.45
fb266839-1119-4644-805d-eb78bfcce99e;B5.commingling_trust_accounts;0.97
b11396ff-95ac-4346-9e88-23702e200fc5;B5.general;0.45
fbc54366-13ec-47e3-9cc6-b8ddcc316768;B5.general;0.45
7af399d1-2eb4-4c22-b778-0ba98ba8d558;A4.legal_descriptions_section_township;0.98
823d4b8b-0743-4f4d-bfde-6b1fd919f838;B5.general;0.45
8280887a-6848-4b4c-b5c5-bb13bcd25029;B5.energy_efficiency_disclosure;0.95
20984fab-3aa5-40c1-bcd1-62b3f584318b;B5.general;0.45
2a51cf36-b44b-42ab-a3f1-7767768f4d2a;B5.general;0.45
84a8e95c-a023-45b1-a8ab-4e42a5e2050e;B5.exemptions_violations;0.96
dccd2e2c-600b-4b95-988a-08f14de56e05;B5.sc_license_categories_ce;0.97
7f1202de-6d4d-42b6-9834-708d9931694d;B5.sc_license_categories_ce;0.97
36e575c7-0116-4844-800b-5ffef9c55b08;B5.exemptions_violations;0.96
1c7ab18e-963b-4113-8049-79d9342f4b47;B5.federal_fair_housing_protected_classes;0.97
3f4041d7-9f3e-4952-95a5-995c6b0b88ee;B5.general;0.45
448ddbbc-ac66-4dc0-812f-bdd6ddc2ca85;B5.general;0.45
7e885bc2-edd2-4dd1-9b8d-017023eadd0e;B5.sc_property_disclosure;0.97
c18699d6-24d9-4d23-9040-07c828ae1587;B5.general;0.45
043e6f7e-6428-433e-b9bb-502c7a70af3d;B5.general;0.45
535b2c32-c3ea-4ee6-9b5b-cf295d16a477;B5.federal_fair_housing_protected_classes;0.98
664e6a16-107f-43d6-bdf5-e389c9b5f738;B5.general;0.45
ce139865-8a99-4377-8456-9bdb33c83e42;B5.exemptions_violations;0.96
e1958293-1a67-4d89-babc-92493fd9fb68;B5.general;0.45
e9fedb66-1b6e-448d-be6e-f9959ca8169d;A4.appraisal_methods;0.98
c829e05f-fe9a-48d0-8cb0-8d317bc3c2e5;B5.general;0.45
677a07ac-1611-4eeb-9a19-3d126b53ea1c;B5.general;0.45
0352406f-ffa3-411f-9833-5d0fed9d648c;B5.general;0.45
11e61100-3680-49f7-81e7-19778bd06673;B6.agency_breach_penalties;0.94
13f98fc8-f996-4fd5-a50d-5259c10b4d63;B6.agency_breach_penalties;0.94
94076b60-ddda-452c-9989-6f12d53d1d78;B6.agency_breach_penalties;0.94
75655299-e36f-477f-9801-51bf9da0e888;A6.proration_taxes_insurance;0.97
88395ee4-b1f2-4f29-bd73-276c80f5044f;B6.agency_breach_penalties;0.94
